assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_calibrating,price_change_hourly_rate,price_change_locked_until,price_change_percent,price_change_projections,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2005-04-11,3,54,True,True,0,0,1,1.43,0,532529,,,0,0,-1,1,13.4,228,123,3,4.29,,,1,3,0.0,0.0,0,0.02,0.03,1.43,2.04,1.41,0.19,0.27,2.01,Jack,3.2,84,34,0,0.0,2,False,14.5,108,57,123,False,72.8,88,27,,63,Ankle injury - Expected back 10 Oct,2026-08-27T19:30:07.780933Z,59,93,60,p532529,0,0,,0,,532529.jpg,16.0,1,1,False,-58,,-15.7,"[{'offset': 0, 'projected_percent': '-17.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-22.6', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-27.4', 'likelihood': -2}]",1,0,241,False,0,0.0,https://www.brightonandhovealbion.com/media-article/match-preview-albion-head-to-chelsea-on-sunday,[],Hinshelwood,0.6,231,73,False,,1,1.43,i,2,5,36,2022-12-30,59.0,60,40,16,147648,27,210065,839,0.5,2.7,Hinshelwood,0
3,1991-06-15,6,119,True,True,,,2,0.5,6,60307,1,,0,0,2,-2,185.7,1,1,21,5.25,1,,2,3,6.6,6.6,0,0.61,0.15,2.27,0.57,1.66,7.04,1.76,0.42,Pascal,6.6,3,2,5,1.25,2,False,40.3,4,4,124,True,152.6,4,2,,360,,,57,113,73,p60307,0,0,1,0,,60307.jpg,8.2,3,2,False,1417,,43.5,"[{'offset': 0, 'projected_percent': '52.1', 'likelihood': 3}, {'offset': 1, 'projected_percent': '71.4', 'likelihood': 3}, {'offset': 2, 'projected_percent': '90.8', 'likelihood': 3}]",9,0,80,False,0,0.0,,[],Groß,21.5,16,6,False,,4,1.0,a,6,5,36,2026-01-02,68.0,51,32,33,1399576,39083,531950,2167,1.2,5.8,Groß,2
1,2002-04-20,0,22,True,True,100,100,1,1.0,1,463067,,,0,0,-1,1,11.4,240,29,7,7.0,,,0,4,1.0,1.0,0,0.44,0.44,0.52,0.52,0.08,0.29,0.29,0.08,Georginio,1.0,258,27,0,0.0,0,False,4.6,268,31,125,False,19.8,259,23,,90,,2026-08-26T16:00:07.608056Z,54,201,45,p463067,0,0,,0,,463067.jpg,5.0,49,5,False,-3,,-100.1,"[{'offset': 0, 'projected_percent': '-100.5', 'likelihood': -5}, {'offset': 1, 'projected_percent': '-101.4', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-102.3', 'likelihood': -5}]",4,0,73,False,0,0.0,,[],Rutter,0.5,258,44,False,,1,1.0,a,2,5,36,2024-08-19,15.0,191,32,5,32185,188,72937,309,0.2,0.9,Georginio,0
0,2000-11-21,0,4,True,True,,,0,0.0,0,219249,,,0,0,-1,1,10.5,244,129,1,15.0,,,0,3,0.2,0.2,0,0.01,0.15,0.01,0.15,0.00,0.04,0.6,0.0,Matt,0.2,400,188,0,0.0,0,False,1.3,343,158,126,False,2.2,365,168,,6,,,54,185,118,p219249,0,0,3,0,,219249.jpg,1.0,362,168,False,-1,,-3.3,"[{'offset': 0, 'projected_percent': '-3.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-4.7', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-5.7', 'likelihood': -1}]",1,0,58,False,0,0.0,,[],O'Riley,0.1,422,160,False,,0,0.0,a,0,5,36,2024-08-26,0.0,612,264,1,3212,38,5998,42,0.0,0.2,O'Riley,0
2,2003-03-27,0,61,True,True,,,2,0.52,6,514254,,,0,0,0,0,80.8,41,35,23,5.95,5,,0,3,3.2,3.2,0,0.76,0.2,1.55,0.4,0.79,7.01,1.81,0.2,Diego,3.2,80,31,5,1.29,0,False,25.8,26,19,127,False,55.2,138,47,Diego Gómez,348,,,50,313,186,p514254,0,0,,0,,514254.jpg,4.0,91,36,False,-63,,32.0,"[{'offset': 0, 'projected_percent': '31.6', 'likelihood': 2}, {'offset': 1, 'projected_percent': '30.8', 'likelihood': 2}, {'offset': 2, 'projected_percent': '29.9', 'likelihood': 2}]",9,0,168,False,0,0.0,,[],Gómez Amarilla,4.2,82,28,False,,4,1.03,a,8,5,36,2025-01-01,122.0,13,7,16,322949,442,267197,5566,0.6,3.2,Gomez,0
0,2004-12-23,0,0,False,True,0,0,0,0,0,536916,,,0,0,0,0,0.0,608,260,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Facundo,0.0,611,259,0,0,0,False,0.0,606,257,128,False,0.0,601,255,,0,Has joined Elche on loan for the rest of the season,2026-08-10T14:03:07.561436Z,50,322,193,p536916,0,0,,0,,536916.jpg,0.0,611,259,False,0,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,10,False,0,0,,[],Buonanotte,0.0,649,286,False,,0,0,u,0,5,36,2023-01-01,0.0,584,246,0,0,0,324,1,0.0,0.0,Buonanotte,0
0,2003-10-06,0,64,True,True,100,100,2,0.74,2,509416,4,,0,0,-1,1,36.6,138,87,14,5.19,2,,0,3,2.4,2.4,0,0.10,0.04,0.69,0.26,0.59,4.01,1.49,0.22,Yasin,2.4,127,56,1,0.37,1,False,13.4,124,63,129,False,50.4,157,58,,243,,2026-08-30T18:00:07.935334Z,54,211,134,p509416,0,0,,0,,509416.jpg,4.0,94,38,False,1,,-52.2,"[{'offset': 0, 'projected_percent': '-52.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-51.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-51.2', 'likelihood': -3}]",11,0,206,False,0,0.0,,[],Ayari,0.4,274,92,False,,3,1.11,a,1,5,36,2023-01-30,51.0,73,43,12,10356,115,39705,150,0.4,2.2,Ayari,1
0,1999-11-16,1,38,True,True,0,0,1,0.58,11,467779,,,0,0,-1,1,35.5,141,42,15,8.65,,,0,2,0.0,0.0,0,0.13,0.08,0.25,0.15,0.12,3.18,1.83,0.07,Mats,1.4,214,82,4,2.31,0,False,8.3,201,74,130,False,37.0,195,82,,156,Knee injury - Unknown return date,2026-09-04T09:30:08.612904Z,49,386,71,p467779,0,0,,0,,467779.jpg,3.5,113,46,False,-10,,-8.6,"[{'offset': 0, 'projected_percent': '-9.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-12.5', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-15.2', 'likelihood': -1}]",9,0,152,False,0,0.0,https://www.brightonandhovealbion.com/media-article/mft-match-preview-bha-leeds-united-pl-september-2026,[],Wieffer,0.2,336,125,False,,2,1.15,i,4,5,36,2024-07-06,10.0,222,77,7,25916,1,41638,206,0.3,1.4,Wieffer,0
0,,0,0,False,True,0,0,0,0,0,597320,,,0,0,0,0,0.0,514,208,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Harry,0.0,534,212,0,0,0,False,0.0,520,203,132,False,0.0,515,201,,0,Has joined Leicester City on loan for the rest of the season,2026-08-17T13:53:19.019938Z,45,528,276,p597320,0,0,,0,,597320.jpg,0.0,534,212,False,-2,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,,False,0,0,,[],Howell,0.0,533,217,False,,0,0,u,0,5,36,,0.0,471,180,0,0,0,3501,23,0.0,0.0,Howell,0
0,2006-04-08,0,0,False,True,0,0,0,0,0,549074,,,0,0,0,0,0.0,610,262,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tom,0.0,613,261,0,0,0,False,0.0,608,259,133,False,0.0,603,257,,0,Has joined Leicester City on loan for the rest of the season,2026-08-03T14:05:44.459483Z,50,324,195,p549074,0,0,,0,,549074.jpg,0.0,613,261,False,0,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,241,False,0,0,,[],Watson,0.0,657,293,False,,0,0,u,0,5,36,2025-06-01,0.0,586,248,0,0,0,132,1,0.0,0.0,Watson,0
0,2007-06-11,0,0,True,True,,,0,0,0,556637,,,0,0,0,0,0.0,501,202,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nehemiah,0.0,521,206,0,0,0,False,0.0,506,197,134,False,0.0,501,195,,0,,,45,511,269,p556637,0,0,,0,,556637.jpg,0.0,521,206,False,-7,,-54.9,"[{'offset': 0, 'projected_percent': '-56.7', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-60.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-64.9', 'likelihood': -3}]",0,0,241,False,0,0,,[],Oriola,0.2,310,108,False,,0,0,a,0,5,36,2025-10-17,0.0,457,174,0,8436,32,12958,90,0.0,0.0,Oriola,0
0,2007-06-29,0,3,True,True,0,0,0,0.0,0,700308,,,0,0,-1,1,1.3,329,164,0,0.0,,,0,3,0.0,0.0,0,0.03,0.22,0.03,0.22,0.00,0.00,0.0,0.0,Zadok,0.2,392,182,0,0.0,0,False,0.2,383,179,135,False,0.2,386,180,,12,Unspecified injury - Expected back 10 Oct,2026-09-10T13:00:08.617941Z,49,415,254,p700308,0,0,,0,,700308.jpg,1.0,336,150,False,-1,,-74.7,"[{'offset': 0, 'projected_percent': '-75.4', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-77.1', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-78.7', 'likelihood': -3}]",0,0,157,False,0,0.0,,[],Yohanna,0.0,514,207,False,,0,0.0,i,0,5,36,2026-06-15,0.0,538,223,1,1244,1,5164,57,0.0,0.2,Yohanna,0
0,2006-01-06,0,0,True,True,0,0,0,0,0,608181,,,0,0,-1,1,0.0,631,73,0,0,,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Stefanos,0.0,633,73,0,0,0,False,0.0,632,72,137,False,0.0,628,69,,0,Knee injury - Unknown return date,2026-07-23T12:01:23.432796Z,54,220,48,p608181,0,0,,0,,608181.jpg,0.0,633,73,False,0,,-0.7,"[{'offset': 0, 'projected_percent': '-0.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-0.7', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-0.7', 'likelihood': -1}]",0,0,83,False,0,0,https://www.brightonandhovealbion.com/media-article/fabian-hurzeler-reflects-on-a-successful-training-camp?srsltid=AfmBOoq6Qw6fHwT9Mxn5PIGBhoGos01rwVude5hxVRG_7iMPpS-YkOIf&utm_source=chatgpt.com,[],Tzimas,0.0,624,76,False,,0,0,i,0,5,36,2025-02-03,0.0,618,70,0,301,4,705,7,0.0,0.0,Tzimas,0
2,2007-05-30,1,65,True,True,,,1,0.32,5,647850,,,0,0,0,0,27.8,165,17,23,7.45,,,0,4,3.6,3.6,0,0.05,0.02,1.22,0.4,1.17,6.78,2.19,0.38,Charalampos,3.6,65,6,5,1.62,1,False,16.3,84,13,138,False,47.6,163,13,,278,,,55,169,39,p647850,0,0,,0,,647850.jpg,4.5,69,7,False,196,,33.9,"[{'offset': 0, 'projected_percent': '35.1', 'likelihood': 2}, {'offset': 1, 'projected_percent': '37.8', 'likelihood': 2}, {'offset': 2, 'projected_percent': '40.5', 'likelihood': 3}]",15,0,83,False,0,0.0,,[],Kostoulas,1.0,180,29,False,,3,0.97,a,3,5,36,2025-07-01,89.0,26,10,18,109277,4586,32875,365,0.7,3.3,Kostoulas,0
0,2004-10-19,0,0,True,True,0,0,0,0,0,487117,,,0,0,0,0,0.0,595,65,0,0,,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Evan,0.0,598,66,0,0,0,False,0.0,593,63,139,False,0.0,588,60,,0,Ankle injury - Expected back 10 Oct,2026-07-23T12:01:23.448357Z,50,298,57,p487117,0,0,,0,,487117.jpg,0.0,598,66,False,-1,,-46.9,"[{'offset': 0, 'projected_percent': '-47.8', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-49.9', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-51.9', 'likelihood': -3}]",0,0,104,False,0,0,https://www.brightonandhovealbion.com/media-article/fabian-hurzeler-reflects-on-a-successful-training-camp?srsltid=AfmBOoq6Qw6fHwT9Mxn5PIGBhoGos01rwVude5hxVRG_7iMPpS-YkOIf&utm_source=chatgpt.com,[],Ferguson,0.0,536,72,False,,0,0,i,0,5,36,2021-08-23,0.0,569,59,0,1460,9,2296,27,0.0,0.0,Ferguson,0
0,1999-08-11,0,7,True,True,100,100,0,0.0,4,222694,,,0,0,-1,1,0.9,339,127,4,27.69,,,0,2,0.4,0.4,0,0.01,0.07,0.01,0.07,0.00,0.22,1.52,0.0,Pascal,0.4,339,122,0,0.0,0,False,1.2,346,126,328,False,11.4,289,117,,13,,2026-08-15T20:30:07.523574Z,49,366,66,p222694,0,0,,0,,222694.jpg,1.0,324,126,False,-8,,-9.4,"[{'offset': 0, 'projected_percent': '-12.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-18.2', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-24.3', 'likelihood': -2}]",0,0,152,False,0,0.0,,[],Struijk,0.2,354,133,False,,0,0.0,a,0,5,36,2026-06-30,0.0,507,199,2,5050,21,11312,61,0.1,0.4,Struijk,0
0,2007-02-24,2,71,True,True,,,2,0.52,27,610799,,,0,0,0,0,16.4,208,68,31,8.04,,,1,2,4.8,4.8,0,0.07,0.02,0.53,0.14,0.46,6.82,1.77,0.12,Luka,4.8,30,11,5,1.3,1,False,19.4,57,8,504,False,107.6,35,15,,347,,,50,334,58,p610799,0,0,,0,,610799.jpg,6.0,32,14,False,73,,33.6,"[{'offset': 0, 'projected_percent': '34.0', 'likelihood': 2}, {'offset': 1, 'projected_percent': '35.0', 'likelihood': 2}, {'offset': 2, 'projected_percent': '36.0', 'likelihood': 2}]",13,0,97,False,0,0.0,,[],Vušković,3.2,99,37,False,,4,1.04,a,4,5,36,2026-07-14,70.0,47,5,24,205095,1995,125902,1090,1.0,4.8,Vuskovic,0
0,2001-07-03,0,-4,True,True,,,0,0.0,0,538007,,,-1,1,-1,1,3.7,290,37,0,0.0,,,0,4,0.2,0.2,0,0.00,0.0,0.42,1.64,0.42,0.14,0.55,1.64,Promise,0.2,405,49,0,0.0,0,False,0.4,373,43,594,False,0.0,649,74,,23,,,59,94,24,p538007,0,0,2,0,,538007.jpg,0.5,406,50,False,11,,0.0,"[{'offset': 0, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.2', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.4', 'likelihood': 1}]",0,0,39,False,0,0.0,,[],David,0.2,327,52,False,,0,0.0,a,0,5,36,2026-08-18,4.0,292,40,1,12057,195,20444,171,0.0,0.2,David,1
0,2004-11-29,0,15,True,True,,,0,0.0,0,612855,,,0,0,0,0,17.8,202,113,4,9.0,,,0,3,0.6,0.6,0,0.07,0.16,0.12,0.27,0.05,0.32,0.72,0.11,Ibrahim,0.6,301,139,1,2.25,0,False,4.2,274,121,600,False,7.2,317,143,,40,,,50,335,202,p612855,0,0,,0,,612855.jpg,1.0,347,158,False,-2,,-65.0,"[{'offset': 0, 'projected_percent': '-71.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-86.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-100.6', 'likelihood': -5}]",3,0,81,False,0,0.0,,[],Osman,0.0,581,242,False,,0,0.0,a,1,5,36,2024-07-01,19.0,160,83,3,835,4,977,10,0.1,0.6,Osman,0
0,2005-11-18,1,87,True,True,,,1,0.39,6,611695,,,0,0,0,0,60.0,68,53,18,7.01,,,0,3,3.8,3.8,0,0.27,0.11,1.69,0.66,1.42,6.43,2.51,0.55,Malick,3.8,50,20,4,1.56,2,False,27.2,24,17,605,False,107.0,37,16,,231,,,45,531,277,p611695,0,0,,0,,611695.jpg,4.8,54,23,False,101,,54.9,"[{'offset': 0, 'projected_percent': '55.5', 'likelihood': 3}, {'offset': 1, 'projected_percent': '56.9', 'likelihood': 3}, {'offset': 2, 'projected_percent': '58.3', 'likelihood': 3}]",7,0,54,False,0,0.0,,[],Yalcouyé,4.1,84,30,False,,3,1.17,a,5,5,36,2024-07-12,105.0,20,10,19,533524,4635,139385,1431,0.8,4.2,Yalcouyé,0
0,2003-03-26,0,0,True,True,,,0,0,0,512123,,,0,0,0,0,0.0,491,190,0,0,,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jaouen,0.0,511,192,0,0,0,False,0.0,496,190,614,False,0.0,491,190,,0,,,45,499,123,p512123,0,0,,0,,512123.jpg,0.0,511,192,False,4,,-5.5,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.1', 'likelihood': 1}]",0,0,3,False,0,0,,[],Hadjam,0.0,504,178,False,,0,0,a,0,5,36,2026-08-25,0.0,447,183,0,3789,50,1719,14,0.0,0.0,Hadjam,0
0,,0,0,False,True,0,0,0,0,0,519324,,,0,0,0,0,0.0,606,258,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Amario,0.0,609,257,0,0,0,False,0.0,604,255,624,False,0.0,599,253,,0,Has joined Middlesbrough on loan for the rest of the season,2026-09-02T15:38:15.552951Z,50,317,190,p519324,0,0,,0,,519324.jpg,0.0,609,257,False,0,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,,False,0,0,,[],Cozier-Duberry,0.0,661,296,False,,0,0,u,0,5,36,,0.0,582,244,0,117,0,108,0,0.0,0.0,Cozier-Duberry,0
1,2005-04-25,0,10,True,True,,,0,0.0,2,592984,,,0,0,0,0,13.1,229,124,4,14.4,,,0,3,1.3,1.3,0,0.01,0.04,0.25,0.9,0.24,0.22,0.79,0.86,José María,1.3,226,103,0,0.0,0,False,3.4,293,130,639,False,18.8,264,111,Chema Andrés,25,,,55,167,106,p592984,0,0,,0,,592984.jpg,4.0,96,39,False,2,,0.1,"[{'offset': 0, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.1', 'likelihood': 1}]",1,0,200,False,0,0.0,,[],Andrés Baixauli,0.0,602,254,False,,0,0.0,a,1,5,36,2026-09-01,2.0,315,156,4,1275,31,482,14,0.2,0.7,Andrés,0
0,2001-06-05,0,0,True,True,0,0,0,0,0,471551,,,0,0,0,0,0.0,642,280,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Femi,0.0,641,279,0,0,0,False,0.0,640,279,652,False,0.0,636,278,,0,Hamstring injury - Expected back 10 Oct,2026-09-04T11:30:08.661589Z,55,149,92,p471551,0,0,,0,,471551.jpg,0.0,641,279,False,0,,-12.1,"[{'offset': 0, 'projected_percent': '-12.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-12.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-12.1', 'likelihood': -1}]",0,0,157,False,0,0,https://www.brightonandhovealbion.com/media-article/mft-match-preview-manchester-united-bha-carabao-cup-september-2026,[],Azeez,0.0,644,283,False,,0,0,i,0,5,36,2026-09-01,0.0,630,274,0,425,2,161,4,0.0,0.0,Azeez,0
0,2008-02-16,0,0,True,True,,,0,0,0,661016,,,0,0,0,0,0.0,526,216,0,0,,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Younes,0.0,545,219,0,0,0,False,0.0,532,211,658,False,0.0,527,209,,0,,,45,545,286,p661016,0,0,,0,,661016.jpg,0.0,545,219,False,0,2026-09-26T17:44:20.289392Z,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,13,False,0,0,,[],Ibrahim,0.0,594,249,False,,0,0,a,0,5,36,2026-08-12,0.0,485,188,0,1197,34,287,19,0.0,0.0,Ibrahim,0
0,1992-09-02,0,61,True,True,,,0,0.0,1,98980,,,0,0,0,0,20.0,195,1,0,0.0,,,0,1,1.8,1.8,2,0.01,0.0,0.01,0.0,0.00,7.49,1.87,0.0,Emiliano,1.8,163,15,10,2.5,0,False,13.9,114,1,28,False,119.0,18,3,Emiliano Martínez,360,,,50,242,6,p98980,0,0,,0,,98980.jpg,2.2,191,15,False,-187,,2.1,"[{'offset': 0, 'projected_percent': '1.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '-3.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-8.9', 'likelihood': -1}]",37,0,10,False,18,4.5,,[],Martínez Romero,4.9,76,11,False,,4,1.0,a,0,6,8,2026-08-29,0.0,540,60,9,238607,840,227903,3322,0.4,1.8,Martinez,0
1,2002-07-26,2,135,True,True,,,0,0.0,3,244850,3,,0,0,2,-2,119.5,14,13,31,6.38,,,0,3,5.8,5.8,2,1.23,0.25,2.95,0.6,1.72,8.73,1.8,0.35,Morgan,5.8,13,6,12,2.47,3,False,37.8,5,5,40,True,149.0,6,4,,437,,,77,16,10,p244850,0,0,,0,,244850.jpg,5.8,39,16,False,301,,63.0,"[{'offset': 0, 'projected_percent': '64.8', 'likelihood': 3}, {'offset': 1, 'projected_percent': '68.9', 'likelihood': 3}, {'offset': 2, 'projected_percent': '73.0', 'likelihood': 3}]",23,0,241,False,0,0.0,,[],Rogers,40.0,5,1,False,,5,1.03,a,5,6,8,2026-07-21,110.0,17,9,29,2348034,18611,597007,5320,0.8,3.8,Rogers,1
0,1990-06-17,0,16,True,True,100,50,0,0.0,2,56979,,,0,0,-1,1,0.0,533,220,10,10.0,,,0,3,0.4,0.2,2,0.08,0.08,0.08,0.08,0.00,2.65,2.65,0.0,Jordan,0.4,334,155,3,3.0,0,False,0.0,538,215,101,False,0.0,533,213,Jordan Henderson,90,,2026-08-09T09:30:07.136250Z,49,343,206,p56979,0,0,,0,,56979.jpg,2.0,207,89,False,0,2026-09-25T13:30:09.904003Z,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",7,0,241,False,0,0.0,,[],Henderson,0.0,550,226,False,,1,1.0,a,1,6,8,2026-08-03,0.0,492,192,2,672,59,2487,13,0.1,0.4,Henderson,0
0,1990-11-26,0,15,True,True,100,100,0,0.0,2,50175,,,0,0,-1,1,10.9,243,30,5,5.29,,,0,4,0.8,0.8,2,0.14,0.15,0.14,0.15,0.00,1.99,2.11,0.0,Danny,0.8,277,30,1,1.06,0,False,2.4,314,36,136,False,7.2,319,31,,85,,2026-08-20T14:00:07.949090Z,59,78,20,p50175,0,0,,0,,50175.jpg,1.3,276,31,False,-17,,7.5,"[{'offset': 0, 'projected_percent': '7.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '7.2', 'likelihood': 1}, {'offset': 2, 'projected_percent': '6.9', 'likelihood': 1}]",2,0,241,False,0,0.0,,[],Welbeck,1.0,179,28,False,,1,1.06,a,1,6,8,2026-08-01,6.0,265,38,4,56235,2299,75073,1169,0.1,0.7,Welbeck,0
0,1997-11-18,0,6,False,True,0,0,0,0.0,1,215059,,,0,0,-1,1,0.0,544,56,0,0.0,,,0,1,0.0,0.0,0,0.01,0.01,0.01,0.01,0.00,1.33,1.33,0.0,Robert,0.4,338,22,2,2.0,0,False,2.1,320,22,140,False,21.4,254,22,,90,Has joined Como on loan for the rest of the season,2026-09-02T16:20:41.841936Z,49,363,17,p215059,0,0,,0,,215059.jpg,2.0,211,17,False,-23,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",5,0,200,False,4,4.0,,[],Lynch Sánchez,0.7,211,31,False,,1,1.0,u,0,6,8,2023-08-05,0.0,506,54,2,10847,0,172204,596,0.1,0.4,Sánchez,0
0,2002-04-16,0,0,False,True,0,0,0,0,0,508479,,,0,0,0,0,0.0,605,69,0,0,,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Filip,0.0,608,72,0,0,0,False,0.0,603,72,141,False,0.0,598,72,,0,Has joined RC Strasbourg on loan for the rest of the season,2026-08-12T14:07:02.607115Z,50,312,14,p508479,0,0,,0,,508479.jpg,0.0,608,72,False,0,,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",0,0,58,False,0,0,,[],Jörgensen,0.0,612,70,False,,0,0,u,0,6,8,2024-07-30,0.0,580,68,0,0,0,923,5,0.0,0.0,Jörgensen,0
0,1999-12-08,0,24,True,True,75,75,0,0.0,11,225796,1,,0,0,-1,1,42.6,121,34,13,4.01,1,,0,2,0.4,0.4,0,0.26,0.08,0.59,0.18,0.33,4.90,1.51,0.1,Reece,0.6,309,110,7,2.16,0,False,14.8,102,35,142,False,56.2,134,61,,292,Hamstring injury - 75% chance of playing,2026-09-18T10:30:09.719371Z,54,186,21,p225796,0,0,,0,,225796.jpg,0.8,395,137,False,-748,,-51.7,"[{'offset': 0, 'projected_percent': '-55.7', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-64.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-73.4', 'likelihood': -3}]",15,0,241,False,0,0.0,https://www.chelseafc.com/en/news/article/xabi-alonso-on-competitive-monster-jordan-henderson-and-chelsea-absentees,[],James,6.5,60,25,False,,3,0.92,d,2,6,8,2019-05-15,49.0,78,14,3,168292,87,535141,12452,0.1,0.6,James,1
